Options:
Model:                           Discrete: Dependent
Tree File Name:                  55Nepenthes1000trees_nexus.tre
Data File Name:                  LL1=2_LA1=0.txt
Log File Name:                   LL1=2_LA1=0.txt.Log.txt
Save Initial Trees:              False
Save Trees:                      False
Summary:                         False
Seed:                            1462389226
Precision:                       64 bits
Cores:                           1
Analysis Type:                   MCMC
Sample Period:                   1000
Iterations:                      1010000
Burn in:                         10000
MCMC ML Start:                   False
Use RJ MCMC:                     True
Schedule File:                   LL1=2_LA1=0.txt.Schedule.txt
Rate Dev:                        AutoTune
No of Rates:                     8
Base frequency (PI's):           None
Character Symbols:               00,01,10,11
Using a covarion model:          False
Normalise Q Matrix:              False
Restrictions:
    q12                          RJ MCMC
    q13                          RJ MCMC
    q21                          RJ MCMC
    q24                          RJ MCMC
    q31                          RJ MCMC
    q34                          RJ MCMC
    q42                          RJ MCMC
    q43                          RJ MCMC
Prior Information:
    Prior Categories:            100
    Priors
        RJRates - Hyper Prior exp (0.00,100.00) 
Tree Information
     Trees:                      1000
     Taxa:                       55
     Sites:                      1
     States:                     4
Iteration	Lh	Tree No	No Off Parmeters	No Off Zero	Model string	Dep / InDep	q12	q13	q21	q24	q31	q34	q42	q43	Root - P(0,0)	Root - P(0,1)	Root - P(1,0)	Root - P(1,1)	RJRates - Mean	
388000	-65.324845	453	1	1	'Z 0 0 0 0 0 0 0 	D	0.000000	2.594958	2.594958	2.594958	2.594958	2.594958	2.594958	2.594958	0.250000	0.250000	0.250000	0.250000	5.251815	
389000	-63.070847	720	2	2	'Z 1 Z 0 0 0 1 0 	D	0.000000	0.883796	0.000000	2.443455	2.443455	2.443455	0.883796	2.443455	0.250000	0.250000	0.250000	0.250000	4.507686	
390000	-65.322741	331	1	1	'Z 0 0 0 0 0 0 0 	D	0.000000	6.638878	6.638878	6.638878	6.638878	6.638878	6.638878	6.638878	0.250000	0.250000	0.250000	0.250000	6.052674	
391000	-65.343145	498	1	1	'Z 0 0 0 0 0 0 0 	D	0.000000	7.798694	7.798694	7.798694	7.798694	7.798694	7.798694	7.798694	0.250000	0.250000	0.250000	0.250000	16.622849	
392000	-65.343995	379	1	1	'Z 0 0 0 0 0 0 0 	D	0.000000	10.263640	10.263640	10.263640	10.263640	10.263640	10.263640	10.263640	0.250000	0.250000	0.250000	0.250000	15.767930	
393000	-61.681935	385	2	1	'Z 1 0 0 1 0 0 0 	D	0.000000	17.026966	100.000000	100.000000	17.026966	100.000000	100.000000	100.000000	0.250000	0.250000	0.250000	0.250000	31.365334	
394000	-65.760838	465	1	1	'Z 0 0 0 0 0 0 0 	D	0.000000	6.631667	6.631667	6.631667	6.631667	6.631667	6.631667	6.631667	0.250000	0.250000	0.250000	0.250000	21.377892	
395000	-65.343995	375	1	1	'Z 0 0 0 0 0 0 0 	D	0.000000	8.468670	8.468670	8.468670	8.468670	8.468670	8.468670	8.468670	0.250000	0.250000	0.250000	0.250000	14.240878	
396000	-65.336151	265	1	1	'Z 0 0 0 0 0 0 0 	D	0.000000	0.530644	0.530644	0.530644	0.530644	0.530644	0.530644	0.530644	0.250005	0.249999	0.249999	0.249996	32.105207	
397000	-65.343995	394	1	1	'Z 0 0 0 0 0 0 0 	D	0.000000	47.347614	47.347614	47.347614	47.347614	47.347614	47.347614	47.347614	0.250000	0.250000	0.250000	0.250000	19.511964	
398000	-65.343698	407	1	1	'Z 0 0 0 0 0 0 0 	D	0.000000	45.834994	45.834994	45.834994	45.834994	45.834994	45.834994	45.834994	0.250000	0.250000	0.250000	0.250000	25.871541	
399000	-65.343995	687	1	1	'Z 0 0 0 0 0 0 0 	D	0.000000	5.696814	5.696814	5.696814	5.696814	5.696814	5.696814	5.696814	0.250000	0.250000	0.250000	0.250000	13.142124	
400000	-64.210892	268	1	1	'Z 0 0 0 0 0 0 0 	D	0.000000	0.545575	0.545575	0.545575	0.545575	0.545575	0.545575	0.545575	0.249951	0.250008	0.250003	0.250038	1.998534	
401000	-65.724849	464	1	2	'Z 0 Z 0 0 0 0 0 	D	0.000000	0.267550	0.000000	0.267550	0.267550	0.267550	0.267550	0.267550	0.362173	0.135372	0.298942	0.203513	3.275311	
402000	-65.047400	822	1	1	'Z 0 0 0 0 0 0 0 	D	0.000000	0.892749	0.892749	0.892749	0.892749	0.892749	0.892749	0.892749	0.250000	0.250000	0.250000	0.250000	16.361925	
403000	-65.344480	881	1	1	'Z 0 0 0 0 0 0 0 	D	0.000000	3.037776	3.037776	3.037776	3.037776	3.037776	3.037776	3.037776	0.250000	0.250000	0.250000	0.250000	20.247012	
404000	-65.343995	200	1	1	'Z 0 0 0 0 0 0 0 	D	0.000000	35.242733	35.242733	35.242733	35.242733	35.242733	35.242733	35.242733	0.250000	0.250000	0.250000	0.250000	27.282506	
405000	-65.094211	462	2	1	'Z 0 0 1 0 1 1 0 	D	0.000000	5.111268	5.111268	4.759742	5.111268	4.759742	4.759742	5.111268	0.250000	0.250000	0.250000	0.250000	33.481419	
406000	-65.343995	652	1	1	'Z 0 0 0 0 0 0 0 	D	0.000000	49.046194	49.046194	49.046194	49.046194	49.046194	49.046194	49.046194	0.250000	0.250000	0.250000	0.250000	27.813703	
407000	-65.343995	558	1	1	'Z 0 0 0 0 0 0 0 	D	0.000000	7.842379	7.842379	7.842379	7.842379	7.842379	7.842379	7.842379	0.250000	0.250000	0.250000	0.250000	11.155133	
408000	-61.658454	636	2	1	'Z 1 0 0 1 0 0 0 	D	0.000000	10.183815	53.266120	53.266120	10.183815	53.266120	53.266120	53.266120	0.250000	0.250000	0.250000	0.250000	19.715518	
409000	-65.344109	182	1	1	'Z 0 0 0 0 0 0 0 	D	0.000000	2.157931	2.157931	2.157931	2.157931	2.157931	2.157931	2.157931	0.250000	0.250000	0.250000	0.250000	4.415923	
410000	-59.822230	150	2	0	'0 0 1 0 0 1 1 1 	D	2.525774	2.525774	17.812734	2.525774	2.525774	17.812734	17.812734	17.812734	0.250000	0.250000	0.250000	0.250000	12.984990	
411000	-61.189442	226	1	1	'0 0 0 0 0 0 Z 0 	D	0.180572	0.180572	0.180572	0.180572	0.180572	0.180572	0.000000	0.180572	0.294397	0.265688	0.249980	0.189935	5.882500	
412000	-62.700069	729	1	2	'0 0 0 Z 0 0 Z 0 	D	0.050782	0.050782	0.050782	0.000000	0.050782	0.050782	0.000000	0.050782	0.551797	0.019558	0.356110	0.072535	7.911815	
413000	-60.955465	525	1	2	'0 0 0 0 0 Z 0 Z 	D	0.066071	0.066071	0.066071	0.066071	0.066071	0.000000	0.066071	0.000000	0.408991	0.434585	0.034816	0.121607	0.146221	
414000	-60.013597	897	1	2	'0 0 0 0 0 0 Z Z 	D	0.077608	0.077608	0.077608	0.077608	0.077608	0.077608	0.000000	0.000000	0.447925	0.285136	0.266939	0.000000	0.465672	
415000	-64.696091	972	1	3	'0 0 0 Z 0 0 Z Z 	D	0.042288	0.042288	0.042288	0.000000	0.042288	0.042288	0.000000	0.000000	0.567354	0.020843	0.411803	0.000000	1.000463	
416000	-58.739638	518	2	1	'1 1 0 1 0 1 Z 0 	D	0.451992	0.451992	1.490051	0.451992	1.490051	0.451992	0.000000	1.490051	0.250000	0.250000	0.250000	0.250000	1.091917	
417000	-60.176158	362	1	3	'0 0 0 0 0 Z Z Z 	D	0.076233	0.076233	0.076233	0.076233	0.076233	0.000000	0.000000	0.000000	0.401312	0.508991	0.089697	0.000000	0.671766	
418000	-60.560592	646	1	0	'0 0 0 0 0 0 0 0 	I	0.071170	0.071170	0.071170	0.071170	0.071170	0.071170	0.071170	0.071170	0.438440	0.265968	0.183984	0.111609	5.712819	
419000	-60.096280	60	1	1	'0 0 0 0 0 0 Z 0 	D	0.064885	0.064885	0.064885	0.064885	0.064885	0.064885	0.000000	0.064885	0.388116	0.318925	0.213757	0.079202	1.460909	
420000	-61.040340	494	1	1	'0 0 0 0 0 Z 0 0 	D	0.080722	0.080722	0.080722	0.080722	0.080722	0.000000	0.080722	0.080722	0.353064	0.434739	0.046078	0.166119	0.134756	
421000	-60.532918	672	1	2	'0 0 0 0 0 0 Z Z 	D	0.106785	0.106785	0.106785	0.106785	0.106785	0.106785	0.000000	0.000000	0.433074	0.295897	0.271028	0.000000	6.425691	
422000	-60.688660	560	1	1	'0 0 0 0 Z 0 0 0 	D	0.095749	0.095749	0.095749	0.095749	0.000000	0.095749	0.095749	0.095749	0.462928	0.349167	0.041089	0.146816	1.496739	
423000	-63.430074	364	1	1	'0 0 0 0 0 0 0 Z 	D	0.168983	0.168983	0.168983	0.168983	0.168983	0.168983	0.168983	0.000000	0.366088	0.256716	0.249919	0.127278	6.351147	
424000	-60.233732	998	1	3	'0 0 0 0 0 Z Z Z 	D	0.064302	0.064302	0.064302	0.064302	0.064302	0.000000	0.000000	0.000000	0.419914	0.507830	0.072255	0.000000	0.066263	
425000	-62.465056	942	1	1	'0 0 0 0 0 Z 0 0 	D	0.197574	0.197574	0.197574	0.197574	0.197574	0.000000	0.197574	0.197574	0.266658	0.296860	0.192498	0.243983	18.919694	
426000	-63.223684	891	1	2	'0 0 0 0 0 Z 0 Z 	D	0.236651	0.236651	0.236651	0.236651	0.236651	0.000000	0.236651	0.000000	0.235806	0.277282	0.195465	0.291447	30.831328	
427000	-61.805999	818	1	3	'0 0 0 0 0 Z Z Z 	D	0.052864	0.052864	0.052864	0.052864	0.052864	0.000000	0.000000	0.000000	0.435525	0.544858	0.019617	0.000000	35.596985	
428000	-59.851228	49	1	3	'0 0 0 0 0 Z Z Z 	D	0.232422	0.232422	0.232422	0.232422	0.232422	0.000000	0.000000	0.000000	0.364471	0.296914	0.338615	0.000000	34.054636	
429000	-62.146755	608	1	2	'0 0 0 0 0 0 Z Z 	D	0.091275	0.091275	0.091275	0.091275	0.091275	0.091275	0.000000	0.000000	0.459068	0.284051	0.256880	0.000000	30.828204	
430000	-60.972031	628	1	1	'0 0 0 0 0 0 0 Z 	D	0.056342	0.056342	0.056342	0.056342	0.056342	0.056342	0.056342	0.000000	0.468980	0.250726	0.205592	0.074702	34.110820	
431000	-61.511133	128	1	1	'0 0 0 0 0 Z 0 0 	D	0.083991	0.083991	0.083991	0.083991	0.083991	0.000000	0.083991	0.083991	0.320398	0.376097	0.096394	0.207111	8.481845	
432000	-58.995699	788	1	1	'0 0 0 0 0 Z 0 0 	D	0.328248	0.328248	0.328248	0.328248	0.328248	0.000000	0.328248	0.328248	0.250544	0.253143	0.246035	0.250279	8.598776	
433000	-60.512413	256	1	2	'0 0 0 0 0 0 Z Z 	D	0.075690	0.075690	0.075690	0.075690	0.075690	0.075690	0.000000	0.000000	0.534061	0.271961	0.193978	0.000000	5.924413	
434000	-59.596565	381	1	1	'0 0 0 0 0 0 Z 0 	D	0.079160	0.079160	0.079160	0.079160	0.079160	0.079160	0.000000	0.079160	0.395887	0.288329	0.226848	0.088936	5.795080	
435000	-61.434503	77	1	1	'0 0 0 0 0 0 Z 0 	D	0.136428	0.136428	0.136428	0.136428	0.136428	0.136428	0.000000	0.136428	0.385256	0.274658	0.236918	0.103167	8.316798	
436000	-58.824511	202	1	0	'0 0 0 0 0 0 0 0 	I	0.069667	0.069667	0.069667	0.069667	0.069667	0.069667	0.069667	0.069667	0.407925	0.269412	0.194323	0.128340	0.245026	
437000	-60.242317	842	1	0	'0 0 0 0 0 0 0 0 	I	0.077609	0.077609	0.077609	0.077609	0.077609	0.077609	0.077609	0.077609	0.356891	0.257039	0.224431	0.161639	1.676604	
438000	-62.084229	6	1	3	'0 0 0 0 Z Z 0 Z 	D	0.111616	0.111616	0.111616	0.111616	0.000000	0.000000	0.111616	0.000000	0.232910	0.432380	0.000000	0.334709	0.868344	
439000	-63.089537	631	1	1	'0 0 0 0 Z 0 0 0 	D	0.148026	0.148026	0.148026	0.148026	0.000000	0.148026	0.148026	0.148026	0.361792	0.353163	0.086034	0.199012	1.196947	
440000	-63.641387	764	1	2	'0 0 0 0 0 Z 0 Z 	D	0.175660	0.175660	0.175660	0.175660	0.175660	0.000000	0.175660	0.000000	0.297821	0.308429	0.185136	0.208614	4.451124	
441000	-61.149439	491	1	2	'0 0 0 0 0 0 Z Z 	D	0.087013	0.087013	0.087013	0.087013	0.087013	0.087013	0.000000	0.000000	0.427733	0.308228	0.264039	0.000000	1.572749	
442000	-59.965891	60	1	1	'0 0 0 0 0 0 Z 0 	D	0.083900	0.083900	0.083900	0.083900	0.083900	0.083900	0.000000	0.083900	0.371975	0.300581	0.227902	0.099542	1.204763	
443000	-59.837840	877	1	1	'0 0 0 0 0 0 Z 0 	D	0.071017	0.071017	0.071017	0.071017	0.071017	0.071017	0.000000	0.071017	0.404409	0.278959	0.229563	0.087069	4.029727	
444000	-60.821517	38	1	1	'0 0 0 0 0 Z 0 0 	D	0.076444	0.076444	0.076444	0.076444	0.076444	0.000000	0.076444	0.076444	0.376555	0.430465	0.038718	0.154261	2.449713	
445000	-59.747537	788	1	2	'0 0 0 0 0 Z 0 Z 	D	0.177039	0.177039	0.177039	0.177039	0.177039	0.000000	0.177039	0.000000	0.240962	0.300178	0.167646	0.291214	2.639352	
446000	-58.594701	788	1	1	'0 0 0 0 0 0 0 Z 	D	0.225614	0.225614	0.225614	0.225614	0.225614	0.225614	0.225614	0.000000	0.268550	0.252963	0.252213	0.226274	2.050605	
447000	-59.647578	788	1	3	'0 0 0 0 0 Z Z Z 	D	0.178729	0.178729	0.178729	0.178729	0.178729	0.000000	0.000000	0.000000	0.365381	0.384505	0.250114	0.000000	7.984456	
448000	-58.649489	788	1	2	'0 0 0 0 0 Z 0 Z 	D	0.363942	0.363942	0.363942	0.363942	0.363942	0.000000	0.363942	0.000000	0.253101	0.250173	0.251939	0.244786	6.120134	
449000	-60.455007	788	1	1	'0 0 0 0 Z 0 0 0 	D	0.208506	0.208506	0.208506	0.208506	0.000000	0.208506	0.208506	0.208506	0.279701	0.305640	0.172917	0.241742	4.417928	
450000	-62.960987	792	1	3	'0 Z 0 0 Z Z 0 0 	D	0.255828	0.000000	0.255828	0.255828	0.000000	0.000000	0.255828	0.255828	0.585880	0.329912	0.000000	0.084208	5.218787	
451000	-58.376252	250	2	2	'1 Z 0 0 Z 1 0 1 	D	0.625188	0.000000	1.815583	1.815583	0.000000	0.625188	1.815583	0.625188	0.249808	0.249908	0.250269	0.250015	1.924662	
452000	-55.761709	371	2	2	'1 Z 0 0 Z 1 0 1 	D	2.627704	0.000000	9.261681	9.261681	0.000000	2.627704	9.261681	2.627704	0.250000	0.250000	0.250000	0.250000	14.579327	
453000	-55.737081	371	2	2	'1 Z 0 0 Z 1 0 1 	D	1.987750	0.000000	10.676391	10.676391	0.000000	1.987750	10.676391	1.987750	0.250000	0.250000	0.250000	0.250000	20.789636	
454000	-57.292288	486	2	2	'1 Z 0 0 Z 1 0 1 	D	0.642511	0.000000	2.950070	2.950070	0.000000	0.642511	2.950070	0.642511	0.249383	0.249653	0.251031	0.249933	25.376685	
455000	-61.214341	569	2	0	'1 1 0 1 1 1 0 1 	D	2.829858	2.829858	14.839747	2.829858	2.829858	2.829858	14.839747	2.829858	0.250000	0.250000	0.250000	0.250000	22.973187	
456000	-60.803328	344	1	1	'0 0 0 0 Z 0 0 0 	D	0.081920	0.081920	0.081920	0.081920	0.000000	0.081920	0.081920	0.081920	0.434137	0.359564	0.045159	0.161140	44.640862	
457000	-61.252689	371	1	2	'0 Z 0 0 0 0 Z 0 	D	1.282767	0.000000	1.282767	1.282767	1.282767	1.282767	0.000000	1.282767	0.250000	0.250000	0.250000	0.250000	33.941676	
458000	-64.613816	788	1	1	'0 Z 0 0 0 0 0 0 	D	3.010922	0.000000	3.010922	3.010922	3.010922	3.010922	3.010922	3.010922	0.250000	0.250000	0.250000	0.250000	16.122463	
459000	-60.100662	788	1	2	'0 Z 0 0 Z 0 0 0 	D	1.105674	0.000000	1.105674	1.105674	0.000000	1.105674	1.105674	1.105674	0.250409	0.250170	0.249591	0.249830	18.780207	
460000	-58.718703	788	1	1	'0 0 0 0 0 0 0 Z 	D	0.198933	0.198933	0.198933	0.198933	0.198933	0.198933	0.198933	0.000000	0.273685	0.254575	0.251964	0.219775	10.000827	
461000	-60.610810	788	1	2	'0 0 0 0 0 0 Z Z 	D	0.301591	0.301591	0.301591	0.301591	0.301591	0.301591	0.000000	0.000000	0.404662	0.298197	0.297141	0.000000	7.780164	
462000	-63.999874	419	1	2	'0 0 Z 0 Z 0 0 0 	D	0.042063	0.042063	0.000000	0.042063	0.000000	0.042063	0.042063	0.042063	1.000000	0.000000	0.000000	0.000000	8.359806	
463000	-59.211164	788	1	1	'0 0 0 0 0 Z 0 0 	D	0.226360	0.226360	0.226360	0.226360	0.226360	0.000000	0.226360	0.226360	0.253469	0.270907	0.223628	0.251997	0.323570	
464000	-59.765576	703	1	3	'0 0 0 0 0 Z Z Z 	D	0.055910	0.055910	0.055910	0.055910	0.055910	0.000000	0.000000	0.000000	0.398376	0.547515	0.054109	0.000000	5.321142	
465000	-61.481219	189	1	3	'0 0 0 0 Z Z 0 Z 	D	0.058451	0.058451	0.058451	0.058451	0.000000	0.000000	0.058451	0.000000	0.285789	0.479332	0.000000	0.234879	7.358518	
466000	-59.418985	117	1	3	'0 0 0 0 0 Z Z Z 	D	0.080239	0.080239	0.080239	0.080239	0.080239	0.000000	0.000000	0.000000	0.400204	0.497016	0.102780	0.000000	1.084192	
467000	-62.839006	107	1	2	'0 0 0 0 Z Z 0 0 	D	0.075861	0.075861	0.075861	0.075861	0.000000	0.000000	0.075861	0.075861	0.389475	0.511199	0.000000	0.099326	2.527700	
468000	-60.996395	878	1	2	'0 0 0 0 0 Z 0 Z 	D	0.110221	0.110221	0.110221	0.110221	0.110221	0.000000	0.110221	0.000000	0.297290	0.375878	0.092630	0.234202	0.281008	
469000	-64.115802	776	1	2	'0 Z 0 0 0 0 Z 0 	D	0.182284	0.000000	0.182284	0.182284	0.182284	0.182284	0.000000	0.182284	0.169892	0.207033	0.317953	0.305123	4.164219	
470000	-63.324855	891	1	1	'0 0 0 0 0 0 Z 0 	D	0.272498	0.272498	0.272498	0.272498	0.272498	0.272498	0.000000	0.272498	0.262375	0.252341	0.251217	0.234067	1.275406	
471000	-60.526607	957	1	1	'0 0 0 0 0 Z 0 0 	D	0.077056	0.077056	0.077056	0.077056	0.077056	0.000000	0.077056	0.077056	0.351619	0.391515	0.064164	0.192703	0.821024	
472000	-60.656656	213	1	1	'0 0 0 0 0 0 0 Z 	D	0.095507	0.095507	0.095507	0.095507	0.095507	0.095507	0.095507	0.000000	0.370959	0.263271	0.239474	0.126296	2.580578	
473000	-60.605430	972	1	2	'0 0 0 0 0 0 Z Z 	D	0.104420	0.104420	0.104420	0.104420	0.104420	0.104420	0.000000	0.000000	0.457356	0.283811	0.258833	0.000000	0.620670	
474000	-60.424632	835	1	1	'0 0 0 0 0 0 0 Z 	D	0.087997	0.087997	0.087997	0.087997	0.087997	0.087997	0.087997	0.000000	0.387883	0.259175	0.239304	0.113638	1.386825	
475000	-60.591017	368	1	3	'0 0 0 0 0 Z Z Z 	D	0.135816	0.135816	0.135816	0.135816	0.135816	0.000000	0.000000	0.000000	0.401659	0.463224	0.135117	0.000000	12.901163	
476000	-61.670365	160	1	1	'0 0 0 0 0 Z 0 0 	D	0.125567	0.125567	0.125567	0.125567	0.125567	0.000000	0.125567	0.125567	0.291747	0.378312	0.098306	0.231635	29.431626	
477000	-64.509626	865	1	1	'Z 0 0 0 0 0 0 0 	D	0.000000	3.162307	3.162307	3.162307	3.162307	3.162307	3.162307	3.162307	0.250000	0.250000	0.250000	0.250000	28.907323	
478000	-65.343995	551	1	1	'Z 0 0 0 0 0 0 0 	D	0.000000	76.205190	76.205190	76.205190	76.205190	76.205190	76.205190	76.205190	0.250000	0.250000	0.250000	0.250000	34.733570	
479000	-65.405013	723	1	1	'Z 0 0 0 0 0 0 0 	D	0.000000	24.090656	24.090656	24.090656	24.090656	24.090656	24.090656	24.090656	0.250000	0.250000	0.250000	0.250000	34.060787	
480000	-65.343995	694	1	1	'Z 0 0 0 0 0 0 0 	D	0.000000	10.744525	10.744525	10.744525	10.744525	10.744525	10.744525	10.744525	0.250000	0.250000	0.250000	0.250000	47.842626	
481000	-65.343802	170	1	1	'Z 0 0 0 0 0 0 0 	D	0.000000	32.785149	32.785149	32.785149	32.785149	32.785149	32.785149	32.785149	0.250000	0.250000	0.250000	0.250000	54.383497	
482000	-61.694044	51	2	1	'Z 1 0 1 0 1 0 1 	D	0.000000	26.375420	57.610287	26.375420	57.610287	26.375420	57.610287	26.375420	0.250000	0.250000	0.250000	0.250000	48.588279	
483000	-65.845183	570	2	1	'Z 1 1 0 1 1 0 0 	D	0.000000	1.892407	1.892407	1.677992	1.892407	1.892407	1.677992	1.677992	0.250000	0.250000	0.250000	0.250000	20.142825	
484000	-59.979590	554	1	2	'0 0 0 0 0 0 Z Z 	D	0.113370	0.113370	0.113370	0.113370	0.113370	0.113370	0.000000	0.000000	0.409558	0.300908	0.289533	0.000000	7.608229	
485000	-59.044783	190	1	1	'0 0 0 0 0 0 0 Z 	D	0.051424	0.051424	0.051424	0.051424	0.051424	0.051424	0.051424	0.000000	0.419431	0.253912	0.228875	0.097782	0.112436	
486000	-63.132440	267	1	3	'0 0 Z 0 Z 0 Z 0 	D	0.061214	0.061214	0.000000	0.061214	0.000000	0.061214	0.000000	0.061214	1.000000	0.000000	0.000000	0.000000	15.803890	
487000	-61.623299	781	1	2	'0 0 0 0 0 0 Z Z 	D	0.069688	0.069688	0.069688	0.069688	0.069688	0.069688	0.000000	0.000000	0.507297	0.264826	0.227877	0.000000	12.777746	
488000	-61.718367	173	1	1	'0 0 0 0 0 Z 0 0 	D	0.133755	0.133755	0.133755	0.133755	0.133755	0.000000	0.133755	0.133755	0.353129	0.358870	0.101200	0.186802	14.722813	
489000	-59.978541	869	1	2	'0 0 0 0 0 0 Z Z 	D	0.057246	0.057246	0.057246	0.057246	0.057246	0.057246	0.000000	0.000000	0.531269	0.269081	0.199649	0.000000	19.649735	
490000	-60.633543	763	1	3	'0 0 0 0 0 Z Z Z 	D	0.100825	0.100825	0.100825	0.100825	0.100825	0.000000	0.000000	0.000000	0.420079	0.493878	0.086043	0.000000	17.573941	
491000	-60.681177	426	1	3	'0 0 0 0 0 Z Z Z 	D	0.146608	0.146608	0.146608	0.146608	0.146608	0.000000	0.000000	0.000000	0.387902	0.418529	0.193569	0.000000	26.531403	
492000	-59.604651	857	1	2	'0 0 0 0 0 Z 0 Z 	D	0.102780	0.102780	0.102780	0.102780	0.102780	0.000000	0.102780	0.000000	0.299091	0.358611	0.112627	0.229671	17.956200	
493000	-61.154301	921	1	0	'0 0 0 0 0 0 0 0 	I	0.061925	0.061925	0.061925	0.061925	0.061925	0.061925	0.061925	0.061925	0.534211	0.213351	0.180394	0.072045	9.362380	
494000	-56.931727	829	2	1	'1 Z 0 0 1 1 0 0 	D	0.502459	0.000000	1.543721	1.543721	0.502459	0.502459	1.543721	1.543721	0.249996	0.249999	0.250003	0.250002	2.844981	
495000	-60.075090	925	1	1	'0 0 0 0 0 Z 0 0 	D	0.079440	0.079440	0.079440	0.079440	0.079440	0.000000	0.079440	0.079440	0.316916	0.371118	0.095191	0.216775	6.023127	
496000	-60.355052	366	1	0	'0 0 0 0 0 0 0 0 	I	0.053325	0.053325	0.053325	0.053325	0.053325	0.053325	0.053325	0.053325	0.505820	0.274609	0.142311	0.077260	5.848103	
497000	-60.615519	90	1	1	'0 0 0 0 0 0 0 Z 	D	0.061216	0.061216	0.061216	0.061216	0.061216	0.061216	0.061216	0.000000	0.434108	0.256549	0.218317	0.091025	12.598743	
498000	-61.050877	133	1	2	'0 0 0 0 0 0 Z Z 	D	0.099238	0.099238	0.099238	0.099238	0.099238	0.099238	0.000000	0.000000	0.448889	0.290141	0.260970	0.000000	0.737216	
499000	-58.518819	98	1	2	'0 0 0 0 0 Z 0 Z 	D	0.339581	0.339581	0.339581	0.339581	0.339581	0.000000	0.339581	0.000000	0.252027	0.252352	0.247506	0.248115	6.327934	
500000	-58.924915	98	1	1	'0 0 0 0 0 Z 0 0 	D	0.294270	0.294270	0.294270	0.294270	0.294270	0.000000	0.294270	0.294270	0.251062	0.256153	0.242234	0.250552	1.105930	
501000	-59.810988	145	1	1	'0 0 0 0 0 0 0 Z 	D	0.118746	0.118746	0.118746	0.118746	0.118746	0.118746	0.118746	0.000000	0.369140	0.254202	0.250971	0.125687	0.375103	
502000	-59.065416	212	1	1	'0 0 0 0 0 0 Z 0 	D	0.048627	0.048627	0.048627	0.048627	0.048627	0.048627	0.000000	0.048627	0.458333	0.274177	0.208054	0.059436	0.102950	
503000	-60.953341	699	1	3	'0 0 0 0 0 Z Z Z 	D	0.138827	0.138827	0.138827	0.138827	0.138827	0.000000	0.000000	0.000000	0.384403	0.463212	0.152386	0.000000	1.972521	
504000	-59.253331	761	1	2	'0 0 0 0 0 0 Z Z 	D	0.051145	0.051145	0.051145	0.051145	0.051145	0.051145	0.000000	0.000000	0.491818	0.289467	0.218715	0.000000	6.324181	
505000	-60.681609	142	1	1	'0 0 0 0 0 0 Z 0 	D	0.063167	0.063167	0.063167	0.063167	0.063167	0.063167	0.000000	0.063167	0.499159	0.274796	0.187184	0.038860	4.557330	
506000	-60.318720	368	2	0	'0 0 0 0 1 0 1 1 	D	0.090665	0.090665	0.090665	0.090665	0.341297	0.090665	0.341297	0.341297	0.229122	0.225682	0.269645	0.275551	0.307890	
507000	-63.383596	625	1	2	'0 0 0 0 0 Z 0 Z 	D	0.338262	0.338262	0.338262	0.338262	0.338262	0.000000	0.338262	0.000000	0.252453	0.249537	0.252540	0.245470	4.090410	
508000	-60.860423	508	1	1	'0 0 0 0 0 0 0 Z 	D	0.092467	0.092467	0.092467	0.092467	0.092467	0.092467	0.092467	0.000000	0.406919	0.255309	0.235770	0.102002	6.342608	
509000	-60.878343	481	1	2	'0 0 0 0 0 Z 0 Z 	D	0.063080	0.063080	0.063080	0.063080	0.063080	0.000000	0.063080	0.000000	0.337656	0.411328	0.055915	0.195102	0.709455	
510000	-60.219775	663	1	0	'0 0 0 0 0 0 0 0 	I	0.065912	0.065912	0.065912	0.065912	0.065912	0.065912	0.065912	0.065912	0.450933	0.265824	0.178197	0.105047	0.530085	
511000	-62.755362	637	1	3	'0 0 Z 0 Z 0 Z 0 	D	0.087178	0.087178	0.000000	0.087178	0.000000	0.087178	0.000000	0.087178	1.000000	0.000000	0.000000	0.000000	4.154742	
512000	-62.865782	934	1	3	'0 0 Z 0 Z 0 Z 0 	D	0.059230	0.059230	0.000000	0.059230	0.000000	0.059230	0.000000	0.059230	1.000000	0.000000	0.000000	0.000000	10.318861	
513000	-60.013538	689	1	2	'0 0 0 0 0 Z 0 Z 	D	0.088104	0.088104	0.088104	0.088104	0.088104	0.000000	0.088104	0.000000	0.324172	0.387769	0.083290	0.204769	0.492181	
514000	-60.282190	369	1	0	'0 0 0 0 0 0 0 0 	I	0.064418	0.064418	0.064418	0.064418	0.064418	0.064418	0.064418	0.064418	0.398798	0.268050	0.199237	0.133916	2.738641	
515000	-59.593978	731	1	3	'0 0 0 0 Z Z 0 Z 	D	0.060161	0.060161	0.060161	0.060161	0.000000	0.000000	0.060161	0.000000	0.323260	0.473789	0.000000	0.202950	2.157616	
516000	-61.202642	764	1	1	'0 0 0 0 0 Z 0 0 	D	0.114247	0.114247	0.114247	0.114247	0.114247	0.000000	0.114247	0.114247	0.320856	0.375896	0.099090	0.204158	6.247058	
517000	-59.027521	888	1	1	'0 0 0 0 0 0 Z 0 	D	0.068185	0.068185	0.068185	0.068185	0.068185	0.068185	0.000000	0.068185	0.471268	0.287307	0.192916	0.048509	1.243460	
